fft_four1 1 3.91814665719 4.57673267327 3.98507091316 4.47042828008 7.48672566372 1.89155107188 132.049180328 198.25 36.32 1.88333333333 1.0 1.95833333333
fft_four1 2 4.4355146388 4.38793103448 4.69282758621 4.86162476626 7.74060150376 2.01240181893 51.2808988764 55.75 30.4117647059 1.48648648649 0.0 1.73684210526
fft_four1 3 4.18652701055 5.56483516484 3.84022808587 4.99041588225 7.14092140921 2.15860428232 19.3910034602 19.5892857143 17.3513513514 1.8125 0.0 1.8275862069
fft_four1 4 3.05444295302 4.77857142857 2.1786440678 4.58202453284 5.65601217656 2.32206405694 8.62375073486 8.6130952381 8.24338624339 1.7012987013 0.0 1.64788732394
fft_four1 5 2.61813480434 5.29484304933 1.58178585539 3.99347755893 4.42835708927 2.49770642202 4.63880467735 4.58913043478 4.87447698745 1.55434782609 1e+13 1.4625
fft_four1 6 2.05049391522 3.07408975445 1.15672934191 2.97903832525 3.08369533739 2.39917988946 2.89361702128 2.8904109589 2.92417061611 0.901840490798 0.0 1.11206896552
fft_four1 7 2.3430703106 3.11167901866 1.31478431373 2.84302356866 2.88902743142 2.52421591636 2.29282766618 2.28815295323 2.31710615281 0.486754966887 0.0909090909091 0.787096774194
fft_four1 8 2.54965278859 2.86200156372 1.78040579267 2.73685509282 2.75668740779 2.58005071851 1.98793237437 1.98489071439 2.00774740535 0.26842837274 0.0789473684211 0.5390625
fft_four1 9 2.62774846205 2.86093123651 1.79872706453 2.55332275543 2.56096801585 2.48847631242 1.81882291207 1.81801882564 1.82606474682 0.125584294173 0.0652920962199 0.417190775681
fft_four1 10 2.80900891344 2.95947462033 2.10924695803 2.35968097348 2.36248925985 2.33505918929 1.68595036733 1.68684342171 1.68684545908 0.127413127413 0.0935613682093 0.357276119403
fft_four1 11 3.09735851273 3.17127125545 2.63192753302 2.36667064686 2.36800429705 2.35481018796 1.63566612328 1.63576109061 1.63460430393 0.748019457957 0.725395927602 0.867265725289
fft_four1 12 3.42503296544 3.53051154041 2.86458653492 2.28990948769 2.29047840199 2.2848216522 1.59851379642 1.59862267448 1.59657763033 2.63149420204 2.75188405797 2.62247344981
fft_four1 13 3.78144318993 3.80337700159 3.57133420463 2.23079224051 2.23104179129 2.22855126186 1.56965837784 1.56973511286 1.56844546957 2.90221294946 3.03389948489 2.88811211871
fft_four1 14 4.46570700853 4.5242881252 4.07348247913 2.20643040859 2.20654796895 2.20537515393 1.52745879447 1.52758964785 1.52616040245 4.68159196831 4.97078079226 4.65569836782
fft_four1 15 4.10904218842 4.18848625205 3.65620861453 2.15980734675 2.15986301266 2.15930838006 1.51272929955 1.50997849131 1.53653292866 3.560982334 3.6977770485 3.56094743876
fft_four1 16 3.43594076017 3.57339854312 3.11133123037 2.12030343705 2.120331581 2.12005118197 1.49545084227 1.49505105984 1.49431405395 2.82958001885 2.92633558577 2.81644646355
fft_four1 17 2.52513628086 2.776453672 2.48927815617 2.08809131069 2.08810714049 2.08794971571 1.49200119946 1.48288440576 1.53052435967 3.12242645197 3.14671218721 3.11584399643
fft_four1 18 3.19308392827 3.43435782964 3.7837481845 2.0773495195 2.07735974361 2.07725725923 1.46862699555 1.45785484443 1.51534913332 3.8014802759 3.85443247953 3.80002816242
fft_four1 19 6.8118963926 7.3848976356 6.99657071853 2.04873848657 2.04874589828 2.04867214021 1.45100436816 1.44867334143 1.47198197519 2.93862289247 2.92599982921 2.89244013935
fft_four1 20 7.81440544778 8.37591922358 7.86844725869 2.0235079536 2.02351387802 2.02345465594 1.44644941608 1.4405391038 1.46779564559 2.24491774522 2.26107407035 2.24022636067
fft_four1 21 8.59797837299 9.04150439834 8.68700755104 2.0025969679 2.00260206129 2.00255095747 1.44375513334 1.43611511435 1.44646622946 2.72485955639 2.76060495044 2.71829149376
fft_four1 22 8.77050024277 9.17310103307 8.95770710687 1.99741928745 1.99742390034 1.99737724756 1.42420570182 1.41848495561 1.4385323645 3.22664205684 3.28268187902 3.22138642803
fft_four1 23 9.1783279305 9.65812500077 9.30165239582 1.97770803003 1.97771231054 1.97766919427 1.4151883534 1.41108947028 1.41862915743 3.0174111388 3.06323865808 3.0129842307
fft_four1 24 9.23060988573 9.21916392952 9.39999568585 1.95996148896 1.95996528986 1.95992512073 1.41028195876 1.40554358369 1.41357812365 2.81125292093 2.85175176489 2.8122122893
